@relation creditos

@attribute nivelRenta {alto,medio,bajo}
@attribute patrimonio {alto,medio,bajo}
@attribute tamanoCredito REAL
@attribute edadPeticionario REAL
@attribute numeroHijos REAL
@attribute funcionario {si,no}
@attribute nivelEstudios {ninguno,licenciatura,posgrado}
@attribute autorizo {si,no}

@data
alto,alto,62000,43,1,si,licenciatura,si
bajo,bajo,32000,41,5,si,licenciatura,no
medio,medio,52000,33,1,si,licenciatura,no
alto,alto,59000,37,1,si,licenciatura,si
medio,medio,67000,40,0,no,licenciatura,no
medio,alto,58000,55,1,no,posgrado,si
bajo,bajo,34000,59,6,si,ninguno,no
medio,medio,31000,58,2,si,licenciatura,si
bajo,medio,55000,35,1,si,licenciatura,no
bajo,bajo,9000,34,4,si,ninguno,no
medio,medio,74000,31,1,si,licenciatura,si
bajo,medio,60000,47,0,si,posgrado,si
bajo,bajo,10000,43,5,no,ninguno,no
alto,medio,30000,40,0,no,ninguno,si
bajo,bajo,41000,21,4,si,licenciatura,si
medio,alto,67000,22,2,si,posgrado,si
alto,alto,77000,47,2,si,licenciatura,si
bajo,bajo,45000,20,5,si,licenciatura,no
alto,alto,64000,58,2,si,ninguno,si
bajo,bajo,50000,45,5,si,ninguno,no
medio,bajo,13000,30,2,no,ninguno,no
alto,alto,99000,30,1,si,licenciatura,si
medio,medio,31000,50,2,si,posgrado,si
alto,medio,70000,29,0,no,licenciatura,si
alto,alto,64000,45,1,si,licenciatura,si
alto,alto,88000,58,2,si,posgrado,si
bajo,bajo,48000,31,4,si,ninguno,no
medio,alto,96000,59,1,si,posgrado,si
medio,bajo,5000,39,0,si,posgrado,no
medio,alto,78000,27,2,si,posgrado,si
medio,medio,34000,52,1,si,posgrado,si
alto,alto,94000,45,2,si,licenciatura,no
medio,alto,73000,20,0,si,licenciatura,si
bajo,bajo,10000,27,6,no,ninguno,no
medio,medio,60000,57,0,si,licenciatura,si
bajo,bajo,10000,54,4,si,licenciatura,si
medio,alto,55000,27,0,si,licenciatura,si
alto,medio,69000,52,2,si,licenciatura,no
medio,medio,78000,35,2,si,licenciatura,no
bajo,medio,79000,36,2,si,posgrado,si
medio,alto,51000,32,1,no,posgrado,si
medio,medio,72000,52,0,no,ninguno,no
medio,bajo,7000,56,0,si,ninguno,no
alto,alto,88000,58,2,si,posgrado,si
medio,medio,47000,60,2,no,ninguno,si
alto,alto,81000,25,0,no,posgrado,si
medio,bajo,30000,24,0,si,ninguno,si
bajo,bajo,25000,37,5,no,ninguno,no
alto,alto,90000,44,1,si,posgrado,si
medio,medio,64000,33,0,si,posgrado,si
alto,alto,55000,24,1,si,licenciatura,si
alto,alto,69000,20,1,no,posgrado,si
alto,medio,59000,50,2,si,licenciatura,no
alto,alto,91000,35,1,si,posgrado,si
bajo,bajo,50000,59,5,si,ninguno,no
medio,alto,61000,56,1,si,posgrado,si
alto,alto,90000,50,0,si,posgrado,si
bajo,bajo,21000,53,5,no,ninguno,no
medio,medio,48000,55,1,no,licenciatura,si
alto,alto,54000,38,2,si,posgrado,si
bajo,bajo,13000,29,5,no,ninguno,si
medio,alto,60000,21,0,si,posgrado,si
medio,medio,56000,28,2,si,licenciatura,si
bajo,bajo,4000,60,4,si,posgrado,no
bajo,bajo,17000,23,5,si,ninguno,no
bajo,medio,71000,30,1,si,licenciatura,si
medio,medio,54000,35,1,si,licenciatura,si
bajo,medio,60000,53,1,si,licenciatura,si
alto,alto,98000,28,1,si,licenciatura,si
bajo,bajo,45000,32,5,no,licenciatura,no
bajo,bajo,7000,27,5,si,ninguno,no
bajo,bajo,26000,31,4,si,ninguno,no
alto,alto,81000,57,2,no,posgrado,no
alto,alto,70000,30,0,si,posgrado,si
medio,alto,88000,20,0,no,licenciatura,si
medio,medio,47000,51,0,si,licenciatura,no
bajo,bajo,13000,41,5,si,licenciatura,si
medio,medio,63000,25,2,si,posgrado,si
alto,alto,82000,43,0,si,licenciatura,si
medio,medio,30000,42,1,si,licenciatura,no
alto,alto,84000,34,0,no,licenciatura,si
medio,medio,37000,26,1,no,posgrado,si
medio,medio,77000,58,2,si,posgrado,no
medio,bajo,20000,30,0,si,ninguno,si
alto,medio,37000,59,2,si,licenciatura,no
bajo,bajo,18000,52,5,si,ninguno,no
bajo,bajo,51000,59,4,si,licenciatura,no
alto,alto,58000,57,0,si,posgrado,no
medio,medio,34000,28,0,si,licenciatura,si
bajo,bajo,35000,46,4,si,licenciatura,no
medio,bajo,28000,53,1,si,licenciatura,no
medio,alto,55000,45,2,no,licenciatura,si
medio,medio,35000,25,2,si,licenciatura,si
medio,alto,75000,56,1,si,posgrado,si
alto,alto,57000,21,1,si,posgrado,si
alto,alto,72000,34,1,no,licenciatura,si
alto,medio,78000,37,2,si,licenciatura,si
alto,alto,69000,58,1,no,licenciatura,si
alto,alto,72000,39,2,si,posgrado,no
bajo,bajo,24000,47,6,si,ninguno,no
medio,medio,62000,27,1,si,licenciatura,si
alto,alto,78000,58,2,si,licenciatura,no
alto,alto,79000,58,0,no,licenciatura,si
bajo,bajo,30000,57,4,no,ninguno,no
alto,alto,68000,35,2,si,posgrado,si
bajo,bajo,16000,48,6,si,ninguno,no
bajo,bajo,30000,38,6,si,licenciatura,si
alto,alto,96000,32,2,no,licenciatura,si
medio,medio,55000,51,0,si,licenciatura,si
alto,alto,61000,35,2,no,licenciatura,si
alto,alto,90000,54,1,si,licenciatura,si
bajo,bajo,23000,44,6,si,ninguno,si
bajo,bajo,34000,36,4,si,licenciatura,no
alto,alto,77000,30,2,si,licenciatura,si
alto,alto,95000,36,1,si,posgrado,si
medio,medio,31000,46,0,si,posgrado,si
bajo,bajo,16000,34,5,si,licenciatura,no
bajo,bajo,23000,41,4,no,ninguno,si
alto,alto,70000,44,2,si,posgrado,no
alto,alto,78000,54,0,si,posgrado,si
bajo,bajo,39000,35,4,no,licenciatura,no
medio,alto,76000,54,1,si,licenciatura,si
medio,medio,41000,45,0,no,ninguno,si
alto,alto,52000,52,2,si,licenciatura,si
medio,bajo,27000,30,0,si,licenciatura,no
alto,alto,87000,45,0,no,posgrado,si
medio,medio,41000,37,2,no,posgrado,si
medio,medio,39000,51,1,si,posgrado,no
medio,medio,80000,34,1,si,licenciatura,si
medio,medio,61000,34,0,no,ninguno,si
bajo,bajo,5000,33,6,si,ninguno,no
medio,bajo,14000,50,2,si,ninguno,si
bajo,bajo,43000,41,6,si,licenciatura,si
medio,medio,60000,31,2,si,posgrado,si
bajo,medio,38000,50,2,si,licenciatura,si
alto,alto,97000,35,0,si,licenciatura,si
medio,medio,73000,40,1,si,licenciatura,si
medio,medio,77000,52,1,si,licenciatura,no
bajo,medio,45000,25,2,si,licenciatura,si
bajo,bajo,50000,40,6,si,ninguno,no
alto,alto,56000,28,2,si,ninguno,si
medio,medio,62000,20,2,si,licenciatura,si
bajo,bajo,20000,40,6,no,ninguno,si
alto,alto,99000,43,2,si,posgrado,si
alto,alto,97000,37,1,si,posgrado,si
alto,alto,68000,27,1,si,posgrado,si
alto,alto,98000,53,2,si,posgrado,si
medio,medio,32000,46,0,si,licenciatura,si
bajo,bajo,36000,44,5,no,ninguno,no
medio,medio,64000,28,1,no,licenciatura,no
medio,alto,60000,50,1,si,licenciatura,si
alto,alto,59000,53,2,si,posgrado,no
bajo,bajo,35000,26,5,no,ninguno,no
alto,alto,83000,28,2,no,posgrado,no
medio,medio,64000,40,1,si,ninguno,si
alto,alto,79000,50,0,si,licenciatura,si
bajo,bajo,41000,27,5,no,ninguno,no
bajo,bajo,28000,24,4,si,ninguno,no
alto,alto,94000,47,0,si,posgrado,si
medio,medio,59000,24,2,no,ninguno,no
bajo,bajo,10000,41,4,si,licenciatura,no
bajo,bajo,2000,31,5,si,licenciatura,no
medio,alto,68000,55,0,si,licenciatura,si
medio,medio,62000,37,2,no,licenciatura,si
medio,medio,63000,36,1,si,licenciatura,si
alto,alto,88000,38,2,si,posgrado,si
alto,alto,96000,47,2,no,posgrado,no
medio,medio,32000,36,1,si,licenciatura,si
alto,alto,54000,42,2,si,licenciatura,si
alto,alto,63000,22,0,no,licenciatura,si
medio,medio,44000,58,2,si,ninguno,si
alto,medio,38000,39,1,si,posgrado,si
medio,alto,51000,60,2,no,licenciatura,no
bajo,bajo,27000,27,5,no,ninguno,no
bajo,bajo,13000,57,5,no,ninguno,no
bajo,bajo,16000,36,6,no,ninguno,no
alto,alto,62000,46,1,no,ninguno,si
alto,alto,81000,34,1,si,posgrado,si
bajo,bajo,33000,48,5,si,ninguno,si
alto,alto,92000,60,0,si,licenciatura,si
medio,bajo,6000,48,2,si,licenciatura,si
alto,alto,51000,48,1,si,posgrado,si
alto,alto,96000,24,2,si,posgrado,si
bajo,bajo,20000,50,6,si,ninguno,no
bajo,bajo,41000,23,4,si,posgrado,no
medio,medio,67000,53,1,si,ninguno,si
bajo,bajo,36000,50,4,si,ninguno,no
medio,alto,89000,26,1,si,licenciatura,si
alto,alto,83000,36,0,si,posgrado,si
bajo,bajo,50000,24,4,no,ninguno,no
alto,alto,83000,57,2,si,licenciatura,si
medio,medio,46000,29,1,si,licenciatura,si
bajo,bajo,31000,20,5,si,licenciatura,no
medio,alto,75000,36,0,si,posgrado,no
alto,alto,74000,37,0,si,posgrado,si
bajo,medio,46000,50,1,si,ninguno,no
bajo,bajo,23000,33,4,si,ninguno,no
medio,medio,70000,29,2,si,ninguno,no
bajo,bajo,13000,20,6,si,ninguno,no
bajo,bajo,39000,57,6,si,ninguno,no
alto,alto,96000,31,2,si,posgrado,si
alto,alto,63000,21,2,si,licenciatura,si
bajo,bajo,43000,27,5,si,licenciatura,no
alto,alto,53000,48,0,si,posgrado,si
bajo,bajo,15000,20,4,no,ninguno,no
alto,alto,54000,45,1,si,posgrado,si
alto,alto,89000,21,2,no,posgrado,si
bajo,medio,57000,57,0,si,licenciatura,si
medio,medio,70000,59,2,no,licenciatura,no
alto,alto,65000,58,2,si,licenciatura,si
alto,medio,34000,43,0,si,licenciatura,si
medio,medio,76000,54,0,si,licenciatura,si
medio,alto,81000,22,2,no,posgrado,no
medio,alto,67000,51,0,si,licenciatura,si
alto,alto,53000,46,2,no,ninguno,no
alto,alto,77000,49,2,si,licenciatura,si
alto,alto,70000,60,1,no,posgrado,si
bajo,bajo,29000,60,6,si,licenciatura,no
medio,medio,47000,55,0,si,licenciatura,si
alto,alto,84000,49,2,si,licenciatura,si
bajo,bajo,50000,43,5,no,ninguno,no
medio,medio,42000,34,0,si,licenciatura,si
medio,alto,60000,32,1,si,posgrado,si
alto,alto,78000,35,1,si,licenciatura,si
medio,alto,88000,22,2,si,licenciatura,si
alto,alto,96000,52,0,si,posgrado,si
alto,alto,96000,31,0,si,posgrado,si
medio,bajo,46000,45,1,no,ninguno,no
alto,medio,41000,41,2,no,ninguno,no
bajo,bajo,11000,27,4,si,ninguno,no
bajo,bajo,1000,39,4,no,licenciatura,no
medio,bajo,7000,48,2,no,ninguno,si
bajo,bajo,23000,36,6,si,licenciatura,no
bajo,bajo,37000,24,6,si,ninguno,no
bajo,bajo,35000,38,6,no,ninguno,no
medio,medio,35000,34,2,si,posgrado,si
alto,alto,72000,53,1,si,posgrado,si
medio,alto,60000,37,2,si,posgrado,no
alto,alto,62000,53,0,si,posgrado,no
medio,bajo,39000,60,0,si,ninguno,si
alto,medio,45000,42,0,no,ninguno,si
medio,alto,61000,30,1,si,licenciatura,si
alto,alto,83000,31,0,si,licenciatura,si
bajo,bajo,33000,32,6,no,ninguno,no
bajo,bajo,43000,40,6,no,licenciatura,no
alto,alto,51000,55,2,si,licenciatura,si
medio,bajo,49000,22,0,no,ninguno,si
alto,alto,54000,27,2,si,posgrado,si
medio,bajo,10000,60,1,si,licenciatura,no
medio,medio,42000,23,2,si,posgrado,si
bajo,bajo,18000,55,5,no,ninguno,no
bajo,bajo,46000,21,5,si,licenciatura,no
alto,alto,85000,60,1,si,posgrado,si
medio,medio,52000,35,2,no,ninguno,no
bajo,bajo,19000,47,5,no,ninguno,no
bajo,bajo,5000,45,6,si,licenciatura,no
alto,alto,59000,33,1,si,posgrado,si
medio,bajo,44000,45,0,si,licenciatura,si
alto,alto,89000,29,0,si,posgrado,si
bajo,bajo,49000,45,5,no,ninguno,si
medio,medio,58000,27,2,si,posgrado,no
bajo,bajo,20000,59,6,si,ninguno,no
medio,bajo,45000,57,1,si,licenciatura,si
alto,alto,51000,28,1,no,posgrado,si
medio,medio,37000,32,1,si,posgrado,si
alto,alto,52000,35,0,si,posgrado,si
alto,alto,83000,47,0,si,posgrado,si
alto,alto,51000,47,2,si,posgrado,si
medio,medio,40000,45,2,si,ninguno,no
bajo,bajo,27000,24,6,no,ninguno,si
medio,bajo,44000,25,0,si,ninguno,si
alto,alto,80000,33,2,si,posgrado,si
bajo,bajo,2000,21,4,si,ninguno,si
alto,alto,84000,49,1,no,ninguno,no
medio,bajo,31000,55,2,no,ninguno,si
alto,alto,99000,41,1,si,posgrado,si
medio,medio,40000,27,2,no,posgrado,si
alto,alto,52000,24,1,si,posgrado,si
bajo,bajo,8000,47,5,si,licenciatura,no
alto,alto,53000,36,0,si,posgrado,si
medio,bajo,20000,45,2,si,licenciatura,no
alto,alto,99000,43,2,si,posgrado,si
bajo,bajo,12000,24,5,si,licenciatura,si
medio,medio,36000,59,1,si,posgrado,si
alto,alto,87000,35,0,si,posgrado,si
medio,bajo,34000,37,1,si,licenciatura,no
medio,medio,80000,27,2,no,licenciatura,no
bajo,bajo,43000,47,5,no,ninguno,si
medio,medio,77000,54,0,si,licenciatura,si
medio,medio,51000,39,2,si,posgrado,si
alto,alto,87000,52,1,no,licenciatura,si
medio,alto,57000,57,1,si,licenciatura,si
medio,bajo,44000,43,0,si,ninguno,no
alto,alto,98000,43,2,si,posgrado,si
alto,alto,60000,49,0,si,licenciatura,si
alto,alto,52000,60,1,si,posgrado,no
bajo,bajo,10000,57,5,si,ninguno,no
medio,medio,47000,57,1,no,posgrado,si
medio,alto,93000,52,2,no,posgrado,no
medio,medio,80000,57,1,si,licenciatura,si
alto,alto,51000,53,0,si,posgrado,no
bajo,bajo,33000,46,5,si,licenciatura,si
medio,medio,46000,28,2,si,licenciatura,si
bajo,bajo,5000,26,5,si,posgrado,no
medio,medio,77000,38,1,si,licenciatura,si
alto,alto,66000,29,1,no,posgrado,si
bajo,bajo,41000,28,4,no,ninguno,no
alto,alto,53000,32,0,si,posgrado,si
medio,medio,31000,23,2,si,licenciatura,no
alto,alto,79000,36,0,no,posgrado,si
medio,medio,47000,36,2,no,ninguno,si
alto,alto,92000,36,2,si,posgrado,si
bajo,bajo,2000,43,4,si,ninguno,no
medio,alto,54000,55,2,si,licenciatura,si
alto,medio,75000,29,0,si,licenciatura,si
medio,alto,66000,44,2,no,ninguno,si
alto,alto,80000,42,1,si,posgrado,si
alto,alto,75000,21,1,no,posgrado,si
medio,alto,60000,51,2,si,posgrado,si
medio,medio,63000,60,2,si,posgrado,no
medio,medio,35000,30,1,si,licenciatura,si
bajo,bajo,27000,28,4,no,ninguno,no
alto,alto,70000,57,2,si,posgrado,si
medio,medio,33000,26,2,si,posgrado,no
alto,medio,49000,29,2,si,licenciatura,si
alto,alto,85000,36,1,no,posgrado,si
bajo,bajo,34000,42,6,si,ninguno,no
bajo,bajo,40000,37,6,si,ninguno,no
alto,alto,81000,31,0,si,posgrado,si
bajo,bajo,47000,33,5,no,ninguno,no
alto,alto,93000,52,2,si,posgrado,si
alto,alto,58000,38,2,si,posgrado,no
alto,alto,87000,21,0,si,licenciatura,si
bajo,bajo,40000,24,4,si,licenciatura,no
bajo,bajo,44000,37,6,si,licenciatura,si
alto,medio,30000,29,0,si,licenciatura,si
bajo,bajo,26000,33,4,no,ninguno,no
bajo,bajo,10000,28,6,no,ninguno,no
bajo,bajo,37000,23,6,si,ninguno,no
medio,bajo,41000,59,1,si,ninguno,si
alto,alto,70000,55,0,si,licenciatura,no
alto,alto,68000,20,1,si,posgrado,si
medio,medio,68000,23,2,no,ninguno,no
medio,bajo,50000,41,0,si,ninguno,si
alto,alto,69000,36,1,si,licenciatura,si
alto,alto,76000,50,2,no,posgrado,si
bajo,bajo,8000,60,5,si,ninguno,no
alto,alto,97000,56,0,si,licenciatura,si
alto,medio,65000,27,0,no,ninguno,si
bajo,bajo,35000,59,4,no,licenciatura,no
alto,alto,65000,41,2,si,posgrado,si
alto,alto,63000,54,0,si,licenciatura,no
alto,alto,63000,27,1,si,posgrado,si
bajo,bajo,18000,35,4,si,ninguno,no
medio,bajo,29000,37,0,si,licenciatura,si
bajo,bajo,43000,55,5,si,ninguno,no
bajo,medio,72000,39,1,no,ninguno,no
bajo,bajo,34000,35,5,no,ninguno,no
bajo,medio,70000,59,0,si,licenciatura,si
medio,bajo,45000,28,1,si,licenciatura,si
medio,medio,66000,30,1,si,ninguno,si
alto,medio,37000,33,2,si,licenciatura,si
medio,medio,75000,51,1,si,licenciatura,no
alto,alto,78000,22,1,no,licenciatura,si
alto,alto,94000,40,1,si,licenciatura,si
medio,medio,68000,37,0,si,licenciatura,si
alto,medio,59000,53,2,no,posgrado,no
medio,medio,52000,56,1,no,ninguno,no
medio,medio,79000,53,2,si,licenciatura,no
bajo,bajo,21000,25,4,si,licenciatura,no
alto,medio,72000,28,1,si,licenciatura,si
alto,alto,77000,32,1,si,posgrado,si
medio,medio,33000,24,0,si,posgrado,no
bajo,medio,48000,47,2,si,licenciatura,si
medio,medio,57000,27,1,si,ninguno,si
alto,alto,75000,32,0,si,posgrado,si
bajo,bajo,3000,57,5,si,licenciatura,no
alto,alto,67000,48,0,si,posgrado,si
alto,alto,80000,52,1,si,licenciatura,si
medio,medio,59000,51,1,si,licenciatura,no
bajo,bajo,34000,53,5,no,ninguno,no
bajo,bajo,8000,35,4,si,ninguno,no
alto,alto,61000,42,2,no,posgrado,si
alto,alto,73000,59,2,si,posgrado,si
alto,alto,92000,35,1,no,ninguno,si
bajo,bajo,41000,60,6,si,licenciatura,si
bajo,bajo,31000,59,4,si,ninguno,no
medio,alto,97000,46,2,no,licenciatura,no
bajo,bajo,51000,45,4,si,licenciatura,no
alto,medio,66000,49,0,si,posgrado,si
medio,bajo,2000,40,2,si,ninguno,no
medio,medio,49000,21,2,no,licenciatura,si
bajo,bajo,10000,28,4,no,licenciatura,no
bajo,bajo,41000,29,6,si,licenciatura,si
bajo,bajo,41000,21,4,no,ninguno,no
medio,bajo,15000,34,0,si,ninguno,no
medio,bajo,9000,23,1,no,licenciatura,si
medio,medio,77000,28,1,si,licenciatura,si
medio,alto,51000,59,0,si,posgrado,si
medio,alto,64000,56,2,si,posgrado,si
medio,alto,67000,20,0,si,posgrado,si
bajo,bajo,10000,48,5,si,posgrado,no
bajo,bajo,37000,43,4,no,ninguno,no
medio,alto,81000,41,1,si,licenciatura,si
alto,alto,72000,38,2,si,posgrado,si
medio,medio,62000,46,1,si,licenciatura,si
medio,bajo,36000,40,1,si,licenciatura,no
medio,alto,77000,49,0,si,posgrado,si
medio,medio,38000,45,2,no,posgrado,si
alto,alto,78000,27,1,si,ninguno,si
medio,medio,32000,32,1,si,posgrado,si
alto,medio,46000,22,2,no,licenciatura,no
medio,medio,67000,27,0,si,licenciatura,si
medio,medio,43000,50,2,si,posgrado,si
medio,medio,54000,32,1,si,licenciatura,si
alto,medio,35000,20,1,si,licenciatura,si
bajo,bajo,24000,29,5,si,licenciatura,no
bajo,bajo,8000,34,5,si,licenciatura,no
medio,alto,83000,50,1,si,posgrado,si
medio,bajo,23000,24,1,no,ninguno,no
medio,bajo,7000,22,0,no,ninguno,no
medio,alto,94000,24,0,si,posgrado,si
medio,bajo,41000,28,0,si,licenciatura,si
alto,medio,47000,54,2,no,posgrado,no
alto,medio,37000,52,0,no,posgrado,no
medio,alto,55000,60,0,si,posgrado,si
alto,alto,52000,50,0,si,posgrado,si
medio,medio,57000,24,2,si,licenciatura,si
bajo,bajo,19000,36,5,si,ninguno,no
alto,medio,31000,59,1,si,licenciatura,si
alto,alto,90000,43,2,no,posgrado,si
alto,medio,63000,49,1,si,posgrado,no
medio,alto,61000,27,0,no,posgrado,si
medio,medio,51000,31,0,si,posgrado,no
medio,medio,38000,42,0,si,licenciatura,si
alto,alto,97000,51,1,no,posgrado,si
bajo,bajo,47000,24,6,si,licenciatura,si
medio,medio,49000,23,1,si,licenciatura,si
alto,alto,72000,28,2,si,posgrado,no
medio,medio,48000,41,1,si,ninguno,si
medio,medio,65000,42,2,si,licenciatura,si
medio,medio,50000,27,0,si,licenciatura,si
medio,medio,33000,57,0,si,ninguno,si
alto,alto,83000,51,0,si,licenciatura,si
medio,medio,41000,51,1,no,ninguno,si
alto,alto,74000,48,2,si,posgrado,si
alto,alto,65000,28,0,si,posgrado,si
medio,bajo,45000,54,1,si,ninguno,no
medio,medio,45000,28,1,si,licenciatura,si
medio,medio,59000,44,2,si,ninguno,no
medio,alto,74000,50,2,si,licenciatura,si
medio,medio,77000,33,0,si,posgrado,si
bajo,bajo,42000,23,4,si,licenciatura,no
medio,medio,64000,59,0,si,licenciatura,si
medio,bajo,49000,21,1,no,ninguno,si
alto,alto,97000,49,0,si,posgrado,si
medio,medio,46000,23,0,si,licenciatura,si
alto,medio,51000,23,0,si,licenciatura,si
alto,alto,68000,53,1,si,posgrado,no
medio,medio,32000,21,0,no,licenciatura,no
bajo,bajo,20000,56,6,si,ninguno,no
bajo,medio,77000,59,1,no,ninguno,no
alto,medio,76000,24,1,si,licenciatura,si
bajo,bajo,8000,45,5,si,ninguno,no
alto,alto,75000,32,0,si,posgrado,si
medio,medio,57000,26,2,si,licenciatura,no
medio,medio,55000,44,0,si,ninguno,si
medio,alto,53000,49,1,si,licenciatura,si
bajo,bajo,38000,44,6,no,ninguno,no
bajo,bajo,15000,38,4,si,licenciatura,no
medio,medio,60000,42,2,no,ninguno,no
medio,medio,31000,22,2,si,licenciatura,si
bajo,bajo,29000,41,5,si,ninguno,no
medio,medio,61000,42,1,si,licenciatura,si
medio,medio,68000,59,2,si,licenciatura,si
alto,alto,58000,25,0,si,licenciatura,si
alto,alto,98000,56,0,si,licenciatura,si
medio,alto,58000,59,0,si,posgrado,si
bajo,bajo,36000,31,4,no,ninguno,no
bajo,bajo,8000,28,4,si,licenciatura,no
bajo,bajo,40000,32,6,si,ninguno,si
alto,alto,100000,49,1,si,posgrado,si
alto,alto,78000,47,1,si,ninguno,si
medio,medio,65000,56,1,si,ninguno,si
alto,alto,76000,23,0,si,ninguno,si
bajo,bajo,49000,54,5,no,ninguno,no
bajo,medio,64000,54,2,si,licenciatura,si
bajo,bajo,29000,20,4,si,ninguno,no
medio,alto,69000,59,1,si,posgrado,si
bajo,bajo,2000,38,4,no,ninguno,no
bajo,bajo,44000,39,6,si,licenciatura,no
alto,medio,40000,32,2,si,ninguno,no
alto,alto,50000,55,2,no,ninguno,si
bajo,bajo,17000,32,4,no,ninguno,no
medio,medio,54000,45,1,no,licenciatura,no
medio,medio,72000,52,1,si,licenciatura,si
bajo,bajo,51000,24,4,si,licenciatura,no
alto,alto,76000,30,1,no,licenciatura,si
alto,alto,70000,57,1,si,posgrado,si
bajo,bajo,41000,52,4,si,ninguno,no
medio,bajo,47000,46,0,si,ninguno,no
medio,medio,80000,36,2,no,ninguno,no
alto,alto,81000,58,1,si,posgrado,si
medio,alto,60000,45,0,si,posgrado,si
alto,alto,58000,45,1,si,posgrado,si
alto,alto,54000,45,1,si,posgrado,no
medio,medio,41000,51,0,si,licenciatura,si
alto,alto,50000,32,1,no,ninguno,si
medio,medio,71000,39,1,si,licenciatura,si
bajo,bajo,38000,20,4,si,licenciatura,no
medio,medio,41000,44,1,no,ninguno,si
bajo,bajo,14000,41,4,si,licenciatura,si
medio,medio,49000,56,2,si,licenciatura,si
alto,alto,60000,27,2,no,ninguno,si
medio,bajo,45000,48,2,si,posgrado,si
bajo,bajo,35000,33,6,no,ninguno,no
alto,alto,87000,46,0,si,licenciatura,si
alto,medio,64000,24,2,no,licenciatura,no
bajo,bajo,25000,35,4,no,ninguno,no
medio,medio,32000,22,2,si,licenciatura,si
bajo,bajo,47000,27,4,si,ninguno,no
medio,medio,54000,44,0,no,ninguno,no
medio,medio,60000,52,2,si,licenciatura,si
alto,alto,64000,38,0,si,posgrado,si
alto,alto,78000,22,2,si,posgrado,si
bajo,bajo,40000,33,6,si,ninguno,no
medio,alto,67000,37,0,no,licenciatura,si
bajo,bajo,22000,47,4,si,licenciatura,no
bajo,bajo,5000,26,5,no,ninguno,no
bajo,bajo,31000,33,5,si,licenciatura,no
alto,medio,74000,56,2,si,ninguno,si
alto,alto,100000,41,0,si,posgrado,si
alto,medio,59000,23,0,si,licenciatura,si
bajo,bajo,26000,24,5,si,licenciatura,no
bajo,bajo,20000,29,6,no,licenciatura,si
medio,alto,86000,37,1,si,licenciatura,si
alto,alto,60000,56,0,si,posgrado,si
medio,medio,47000,35,0,si,licenciatura,si
medio,medio,61000,25,0,si,licenciatura,si
alto,alto,77000,30,1,si,posgrado,si
medio,medio,69000,58,0,si,ninguno,si
medio,medio,43000,40,0,no,posgrado,si
alto,alto,58000,23,2,si,posgrado,si
alto,alto,96000,26,1,si,posgrado,si
bajo,medio,37000,26,2,no,posgrado,si
medio,medio,72000,23,2,si,posgrado,no
bajo,bajo,47000,29,4,no,ninguno,no
alto,alto,90000,21,2,si,posgrado,si
medio,medio,41000,46,0,no,licenciatura,si
bajo,bajo,19000,47,6,si,ninguno,si
medio,medio,31000,54,2,si,licenciatura,si
bajo,medio,53000,37,2,si,licenciatura,si
alto,alto,64000,60,2,si,licenciatura,no
alto,alto,93000,31,2,si,posgrado,si
alto,alto,73000,21,0,no,licenciatura,si
bajo,bajo,32000,22,5,si,licenciatura,no
medio,medio,67000,24,0,si,licenciatura,no
bajo,bajo,19000,57,6,si,licenciatura,no
bajo,bajo,9000,49,6,si,ninguno,no
medio,medio,52000,44,2,si,posgrado,no
bajo,bajo,33000,20,6,si,ninguno,no
bajo,medio,41000,47,1,no,posgrado,si
alto,alto,88000,32,0,si,licenciatura,si
alto,medio,52000,44,0,si,licenciatura,si
bajo,bajo,15000,29,6,no,licenciatura,no
alto,alto,75000,53,1,no,ninguno,si
alto,medio,60000,46,1,si,posgrado,si
medio,bajo,12000,38,2,no,ninguno,no
bajo,bajo,8000,45,6,si,ninguno,no
alto,alto,54000,52,2,si,posgrado,si
medio,medio,73000,54,1,si,licenciatura,no
medio,medio,63000,58,2,si,posgrado,si
alto,alto,56000,44,0,si,licenciatura,si
alto,alto,50000,34,0,si,licenciatura,si
bajo,bajo,1000,55,4,si,ninguno,no
bajo,bajo,22000,40,4,no,ninguno,no
alto,medio,56000,55,0,no,licenciatura,si
alto,alto,88000,52,0,no,licenciatura,no
alto,alto,76000,31,2,si,posgrado,si
alto,alto,96000,20,2,no,posgrado,si
alto,alto,97000,30,1,si,posgrado,si
bajo,bajo,50000,52,6,si,licenciatura,si
alto,alto,64000,30,2,si,posgrado,si
alto,alto,96000,36,0,si,posgrado,no
bajo,bajo,49000,27,5,si,licenciatura,no
medio,medio,68000,32,1,no,licenciatura,no
bajo,medio,38000,57,1,si,ninguno,si
bajo,bajo,4000,58,6,si,posgrado,si
medio,medio,39000,52,0,si,licenciatura,si
alto,alto,97000,40,2,si,posgrado,si
bajo,bajo,47000,38,4,si,ninguno,no
bajo,bajo,28000,37,5,si,ninguno,no
alto,alto,62000,23,2,si,posgrado,no
medio,medio,65000,47,0,si,ninguno,si
medio,medio,78000,29,1,no,licenciatura,si
alto,medio,56000,45,2,si,licenciatura,si
bajo,bajo,20000,36,6,si,ninguno,no
medio,medio,42000,44,1,no,licenciatura,no
alto,alto,91000,33,2,si,posgrado,si
medio,bajo,29000,58,0,no,ninguno,no
bajo,bajo,12000,54,5,no,ninguno,no
